Unnamed: 0,L1,L2,L3,Counterion,Abbreviation_in_the_article,Charge,Max_wavelength(nm),PLQY,tau(s*10^-6),Solvent,DOI,Notes
837,CC1=CC(C#CC2=CC=C(C#CC3=CC=C(C(C)(C)C)C=C3)C=C2)=CC=C1C1=CC=NC(C2=[C-]C=CC=C2)=C1,CC1=CC(C#CC2=CC=C(C#CC3=CC=C(C(C)(C)C)C=C3)C=C2)=CC=C1C1=CC=NC(C2=[C-]C=CC=C2)=C1,CC(=O)/C=C(/C)[O-],,11,0.0,574.0,0.5,1.35,CH2Cl2,10.1021/acs.inorgchem.8b02818,
838,CC1=C(C)C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)=C(C)C(C)=C1C#CC1=CC=C(C(C)(C)C)C=C1,CC1=C(C)C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)=C(C)C(C)=C1C#CC1=CC=C(C(C)(C)C)C=C1,CC(=O)/C=C(/C)[O-],,12,0.0,526.0,0.49,0.98,CH2Cl2,10.1021/acs.inorgchem.8b02818,
839,CC1=C(C)C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)=C(C)C(C)=C1C#CC1=CC=C(C#CC2=CC=C(C(C)(C)C)C=C2)C=C1,CC1=C(C)C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)=C(C)C(C)=C1C#CC1=CC=C(C#CC2=CC=C(C(C)(C)C)C=C2)C=C1,CC(=O)/C=C(/C)[O-],,13,0.0,524.0,0.49,13.5,CH2Cl2,10.1021/acs.inorgchem.8b02818,
840,CC(C)[Si](C#CC1=CC=NC(C2=[C-]C=CC=C2)=C1)(C(C)C)C(C)C,CC(C)[Si](C#CC1=CC=NC(C2=[C-]C=CC=C2)=C1)(C(C)C)C(C)C,CC(=O)/C=C(/C)[O-],,1,0.0,580.0,0.65,1.2,CH2Cl2,10.1021/acs.organomet.2c00292,
841,[C-]1=CC=CC=C1C1=CC=CC=N1,CC(C)[Si](C#CC1=CC=NC(C2=[C-]C=CC=C2)=C1)(C(C)C)C(C)C,CC(=O)/C=C(/C)[O-],,2,0.0,588.0,0.69,1.4,CH2Cl2,10.1021/acs.organomet.2c00292,
842,N#CC1=CC=C(C#CC2=CC=NC(C3=[C-]C=CC=C3)=C2)C=C1,N#CC1=CC=C(C#CC2=CC=NC(C3=[C-]C=CC=C3)=C2)C=C1,CC(=O)/C=C(/C)[O-],,3,0.0,639.0,0.15,0.22,CH2Cl2,10.1021/acs.organomet.2c00292,
843,CSC1=CC=C(C#CC2=CC=NC(C3=[C-]C=CC=C3)=C2)C=C1,CSC1=CC=C(C#CC2=CC=NC(C3=[C-]C=CC=C3)=C2)C=C1,CC(=O)/C=C(/C)[O-],,4,0.0,600.0,1.0,0.91,CH2Cl2,10.1021/acs.organomet.2c00292,
844,[C-]1=CC=CC=C1C1=CC=CC=N1,C(#CC1=CC=NC(C2=[C-]C=CC=C2)=C1)C1=CC=CC=C1,CC(=O)/C=C(/C)[O-],,5,0.0,603.0,0.52,0.95,CH2Cl2,10.1021/acs.organomet.2c00292,
845,[C-]1=CC=CC=C1C1=CC=CC=N1,N#CC1=CC=C(C#CC2=CC=NC(C3=[C-]C=CC=C3)=C2)C=C1,CC(=O)/C=C(/C)[O-],,6,0.0,646.0,0.086,0.16,CH2Cl2,10.1021/acs.organomet.2c00292,
846,[C-]1=CC=CC=C1C1=CC=CC=N1,CSC1=CC=C(C#CC2=CC=NC(C3=[C-]C=CC=C3)=C2)C=C1,CC(=O)/C=C(/C)[O-],,7,0.0,608.0,0.585,1.1,CH2Cl2,10.1021/acs.organomet.2c00292,
847,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CC(=O)/C(=C(/C)[O-])C1=CC=CC=C1,,1,0.0,527.0,0.48,1.13,CH2Cl2,10.1021/acs.inorgchem.2c03934,
848,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,CC(=O)/C(=C(/C)[O-])C1=CC=CC=C1,,2,0.0,487.0,0.14,0.22,CH2Cl2,10.1021/acs.inorgchem.2c03934,
849,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CC(=O)/C(=C(/C)[O-])C1=CC=C(C#CC2=CC=C(C(C)(C)C)C=C2)C=C1,,3,0.0,528.0,0.4,0.92,CH2Cl2,10.1021/acs.inorgchem.2c03934,
850,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,CC(=O)/C(=C(/C)[O-])C1=CC=C(C#CC2=CC=C(C(C)(C)C)C=C2)C=C1,,4,0.0,490.0,0.11,0.19,CH2Cl2,10.1021/acs.inorgchem.2c03934,
851,CC(C)[Si](C#CC1=C[C-]=C(C2=CC=CC=N2)C=C1)(C(C)C)C(C)C,CC(C)[Si](C#CC1=C[C-]=C(C2=CC=CC=N2)C=C1)(C(C)C)C(C)C,CC(=O)/C=C(/C)[O-],,6,0.0,540.0,0.55,3.1,CH2Cl2,10.1021/acs.inorgchem.2c03934,
852,CC(C)[Si](C#CC1=CC=[C-]C(C2=CC=CC=N2)=C1)(C(C)C)C(C)C,CC(C)[Si](C#CC1=CC=[C-]C(C2=CC=CC=N2)=C1)(C(C)C)C(C)C,CC(=O)/C=C(/C)[O-],,7,0.0,529.0,0.68,1.92,CH2Cl2,10.1021/acs.inorgchem.2c03934,
853,CC(C)[Si](C#CC1=CC=C(C2=[C-]C=CC=C2)N=C1)(C(C)C)C(C)C,CC(C)[Si](C#CC1=CC=C(C2=[C-]C=CC=C2)N=C1)(C(C)C)C(C)C,CC(=O)/C=C(/C)[O-],,8,0.0,553.0,0.63,1.99,CH2Cl2,10.1021/acs.inorgchem.2c03934,
854,CC1=C(C)C([Si](C(C)C)(C(C)C)C(C)C)=C(C)C(C)=C1C1=C[C-]=C(C2=CC=CC=N2)C=C1,CC1=C(C)C([Si](C(C)C)(C(C)C)C(C)C)=C(C)C(C)=C1C1=C[C-]=C(C2=CC=CC=N2)C=C1,CC(=O)/C=C(/C)[O-],,10,0.0,522.0,0.55,2.23,CH2Cl2,10.1021/acs.inorgchem.2c03934,
855,CC1=C(C)C([Si](C(C)C)(C(C)C)C(C)C)=C(C)C(C)=C1C1=CC=NC(C2=[C-]C=CC=C2)=C1,CC1=C(C)C([Si](C(C)C)(C(C)C)C(C)C)=C(C)C(C)=C1C1=CC=NC(C2=[C-]C=CC=C2)=C1,CC(=O)/C=C(/C)[O-],,12,0.0,521.0,0.66,1.01,CH2Cl2,10.1021/acs.inorgchem.2c03934,
856,[C-]1=CC=CC=C1C1=CC=CC=N1,CC1=C(C)C([Si](C(C)C)(C(C)C)C(C)C)=C(C)C(C)=C1C1=CC=NC(C2=[C-]C=CC=C2)=C1,CC(=O)/C=C(/C)[O-],,13,0.0,524.0,0.56,1.38,CH2Cl2,10.1021/acs.inorgchem.2c03934,
857,CC(C)(C)C1=CC=C(C#CC2=CC=C(C#CC3=C[C-]=C(C4=CC=CC=N4)C=C3)C=C2)C=C1,CC(C)(C)C1=CC=C(C#CC2=CC=C(C#CC3=C[C-]=C(C4=CC=CC=N4)C=C3)C=C2)C=C1,CC(=O)/C=C(/C)[O-],,14,0.0,567.0,0.34,5.47,CH2Cl2,10.1021/acs.inorgchem.2c03934,
858,CC(C)(C)C1=CC=C(C#CC2=CC=C(C#CC3=CC=[C-]C(C4=CC=CC=N4)=C3)C=C2)C=C1,CC(C)(C)C1=CC=C(C#CC2=CC=C(C#CC3=CC=[C-]C(C4=CC=CC=N4)=C3)C=C2)C=C1,CC(=O)/C=C(/C)[O-],,15,0.0,539.0,0.55,31.9,CH2Cl2,10.1021/acs.inorgchem.2c03934,
859,CC(C)(C)C1=CC=C(C#CC2=CC=C(C#CC3=CC=C(C4=[C-]C=CC=C4)N=C3)C=C2)C=C1,CC(C)(C)C1=CC=C(C#CC2=CC=C(C#CC3=CC=C(C4=[C-]C=CC=C4)N=C3)C=C2)C=C1,CC(=O)/C=C(/C)[O-],,16,0.0,576.0,0.55,3.55,CH2Cl2,10.1021/acs.inorgchem.2c03934,
860,CC(C)(C)C1=CC=C(C#CC2=CC=C(C#CC3=CC=NC(C4=[C-]C=CC=C4)=C3)C=C2)C=C1,CC(C)(C)C1=CC=C(C#CC2=CC=C(C#CC3=CC=NC(C4=[C-]C=CC=C4)=C3)C=C2)C=C1,CC(=O)/C=C(/C)[O-],,17,0.0,611.0,0.38,0.69,CH2Cl2,10.1021/acs.inorgchem.2c03934,
861,CC1=C(C)C(C2=C[C-]=C(C3=CC=CC=N3)C=C2)=C(C)C(C)=C1C#CC1=CC=C(C#CC2=CC=C(C(C)(C)C)C=C2)C=C1,CC1=C(C)C(C2=C[C-]=C(C3=CC=CC=N3)C=C2)=C(C)C(C)=C1C#CC1=CC=C(C#CC2=CC=C(C(C)(C)C)C=C2)C=C1,CC(=O)/C=C(/C)[O-],,18,0.0,526.0,0.46,1.06,CH2Cl2,10.1021/acs.inorgchem.2c03934,
862,CC1=C(C)C(C2=CC=C(C3=[C-]C=CC=C3)N=C2)=C(C)C(C)=C1C#CC1=CC=C(C#CC2=CC=C(C(C)(C)C)C=C2)C=C1,CC1=C(C)C(C2=CC=C(C3=[C-]C=CC=C3)N=C2)=C(C)C(C)=C1C#CC1=CC=C(C#CC2=CC=C(C(C)(C)C)C=C2)C=C1,CC(=O)/C=C(/C)[O-],,19,0.0,524.0,0.44,9.3,CH2Cl2,10.1021/acs.inorgchem.2c03934,
863,CC1=C(C)C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)=C(C)C(C)=C1C#CC1=CC=C(C#CC2=CC=C(C(C)(C)C)C=C2)C=C1,CC1=C(C)C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)=C(C)C(C)=C1C#CC1=CC=C(C#CC2=CC=C(C(C)(C)C)C=C2)C=C1,CC(=O)/C=C(/C)[O-],,20,0.0,524.0,0.49,13.5,CH2Cl2,10.1021/acs.inorgchem.2c03934,
864,[C-]1=CC=CC=C1C1=CC=CC=N1,CC1=C(C)C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)=C(C)C(C)=C1C#CC1=CC=C(C#CC2=CC=C(C(C)(C)C)C=C2)C=C1,CC(=O)/C=C(/C)[O-],,21,0.0,524.0,0.6,18.0,CH2Cl2,10.1021/acs.inorgchem.2c03934,
865,[C-]1=CC=CC=C1C1=NC2=CC=CC=C2S1,[C-]1=CC=CC=C1C1=NC2=CC=CC=C2S1,CC1=CC=NC(C2=CC(C(=O)NCCCCCCNC(=O)CCCC[C@@H]3SC[C@@H]4NC(=O)N[C@@H]43)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,1,1.0,563.0,0.51,3.21,CH2Cl2,10.1021/om050327e,
866,[C-]1=CC(C2=CC=CC=C2)=CC=C1C1=NC2=CC=CC=C2S1,[C-]1=CC(C2=CC=CC=C2)=CC=C1C1=NC2=CC=CC=C2S1,CC1=CC=NC(C2=CC(C(=O)NCCCCCCNC(=O)CCCC[C@@H]3SC[C@@H]4NC(=O)N[C@@H]43)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,2,1.0,557.0,0.39,5.8,CH2Cl2,10.1021/om050327e,
867,[C-]1=C(C2=NC3=CC=CC=C3S2)SC=C1,[C-]1=C(C2=NC3=CC=CC=C3S2)SC=C1,CC1=CC=NC(C2=CC(C(=O)NCCCCCCNC(=O)CCCC[C@@H]3SC[C@@H]4NC(=O)N[C@@H]43)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,3,1.0,580.0,0.25,9.29,CH2Cl2,10.1021/om050327e,
868,[C-]1=CC=C2C=CC=CC2=C1C1=NC2=CC=CC=C2S1,[C-]1=CC=C2C=CC=CC2=C1C1=NC2=CC=CC=C2S1,CC1=CC=NC(C2=CC(C(=O)NCCCCCCNC(=O)CCCC[C@@H]3SC[C@@H]4NC(=O)N[C@@H]43)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,4,1.0,598.0,0.11,4.53,CH2Cl2,10.1021/om050327e,
869,[C-]1=C(C2=CC=CC=N2)SC=C1,[C-]1=C(C2=CC=CC=N2)SC=C1,C1=CC=C(C2=NC=CC3=C2NC2=CC=CC=C23)N=C1,F[P-](F)(F)(F)(F)F,Ir-1,1.0,629.0,0.068,0.121,CH2Cl2,10.1039/c4cc01461h,
870,[C-]1=C(C2=CC=CC=N2)SC=C1,[C-]1=C(C2=CC=CC=N2)SC=C1,C1=CC=C2N=C(C3=NC=CC4=C3NC3=CC=CC=C34)C=CC2=C1,F[P-](F)(F)(F)(F)F,Ir-2,1.0,680.0,0.034,0.128,CH2Cl2,10.1039/c4cc01461h,
871,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,C1=CC=C(CN(CC2=CC=CC=N2)C2=CC3=CC=CN=C3C3=NC=CC=C23)N=C1,F[P-](F)(F)(F)(F)F,1a,1.0,564.0,0.19,9.66,CH2Cl2,10.1021/ic201153d,
872,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CN(C)C1=CC2=CC=CN=C2C2=NC=CC=C12,F[P-](F)(F)(F)(F)F,1b,1.0,565.0,0.055,10.4,CH2Cl2,10.1021/ic201153d,
873,CC1=C[C-]=C(C2=CC=CC=N2)C=C1,CC1=C[C-]=C(C2=CC=CC=N2)C=C1,C1=CC=C(CN(CC2=CC=CC=N2)C2=CC3=CC=CN=C3C3=NC=CC=C23)N=C1,F[P-](F)(F)(F)(F)F,2a,1.0,574.0,0.28,5.03,CH2Cl2,10.1021/ic201153d,
874,CC1=C[C-]=C(C2=CC=CC=N2)C=C1,CC1=C[C-]=C(C2=CC=CC=N2)C=C1,CN(C)C1=CC2=CC=CN=C2C2=NC=CC=C12,F[P-](F)(F)(F)(F)F,2b,1.0,572.0,0.22,6.1,CH2Cl2,10.1021/ic201153d,
875,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,C1=CC=C(CN(CC2=CC=CC=N2)C2=CC3=CC=CN=C3C3=NC=CC=C23)N=C1,F[P-](F)(F)(F)(F)F,3a,1.0,556.0,0.34,4.56,CH2Cl2,10.1021/ic201153d,
876,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,CN(C)C1=CC2=CC=CN=C2C2=NC=CC=C12,F[P-](F)(F)(F)(F)F,3b,1.0,555.0,0.37,10.35,CH2Cl2,10.1021/ic201153d,
877,O=CC1=C[C-]=C(C2=CC=CC=N2)C=C1,O=CC1=C[C-]=C(C2=CC=CC=N2)C=C1,C1=CC=C(CN(CC2=CC=CC=N2)C2=CC3=CC=CN=C3C3=NC=CC=C23)N=C1,F[P-](F)(F)(F)(F)F,4a,1.0,534.0,0.29,58.39,CH2Cl2,10.1021/ic201153d,
878,O=CC1=C[C-]=C(C2=CC=CC=N2)C=C1,O=CC1=C[C-]=C(C2=CC=CC=N2)C=C1,CN(C)C1=CC2=CC=CN=C2C2=NC=CC=C12,F[P-](F)(F)(F)(F)F,4b,1.0,533.0,0.11,92.19,CH2Cl2,10.1021/ic201153d,
879,[C-]1=CC2=CC=C3C=CC=C4C=CC(=C1C1=CC=CC=N1)C2=C34,[C-]1=CC2=CC=C3C=CC=C4C=CC(=C1C1=CC=CC=N1)C2=C34,CC(=O)/C=C(/C)[O-],,1-pypyr,0.0,680.0,0.0056,2.7,CH2Cl2,10.1021/ic400819f,
880,[C-]1=C(C2=CC=CC=N2)C=C2C=CC3=CC=CC4=CC=C1C2=C43,[C-]1=C(C2=CC=CC=N2)C=C2C=CC3=CC=CC4=CC=C1C2=C43,CC(=O)/C=C(/C)[O-],,2-pypyr,0.0,626.0,0.063,37.0,CH2Cl2,10.1021/ic400819f,
881,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,O=C([O-])C1=NC=CC=C1Br,,1,0.0,614.0,0.01,0.038,CH2Cl2,10.1021/acs.organomet.7b00179,
882,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,O=C([O-])C1=CC(Br)=CC=N1,,2,0.0,611.0,0.017,0.039,CH2Cl2,10.1021/acs.organomet.7b00179,
883,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,O=C([O-])C1=CC=C(Br)C=N1,,3,0.0,593.0,0.04,0.072,CH2Cl2,10.1021/acs.organomet.7b00179,
884,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,O=C([O-])C1=CC=CC(Br)=N1,,4,0.0,589.0,,,CH2Cl2,10.1021/acs.organomet.7b00179,
885,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CC(C)[Si](C#CC1=CC=CN=C1C(=O)[O-])(C(C)C)C(C)C,,5,0.0,582.0,0.03,0.058,CH2Cl2,10.1021/acs.organomet.7b00179,
886,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CC(C)[Si](C#CC1=CC=NC(C(=O)[O-])=C1)(C(C)C)C(C)C,,6,0.0,616.0,0.07,0.155,CH2Cl2,10.1021/acs.organomet.7b00179,
887,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CC(C)[Si](C#CC1=CC=C(C(=O)[O-])N=C1)(C(C)C)C(C)C,,7,0.0,636.0,0.088,0.065,CH2Cl2,10.1021/acs.organomet.7b00179,
888,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CC(C)[Si](C#CC1=CC=CC(C(=O)[O-])=N1)(C(C)C)C(C)C,,8,0.0,590.0,0.01,0.278,CH2Cl2,10.1021/acs.organomet.7b00179,
889,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CC(C)[Si](C#CC1=CC=C(C#CC2=CC=NC(C(=O)[O-])=C2)C=C1)(C(C)C)C(C)C,,9,0.0,648.0,0.036,0.111,CH2Cl2,10.1021/acs.organomet.7b00179,
890,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CC(C)[Si](C#CC1=CC=C(C#CC2=CC=C(C(=O)[O-])N=C2)C=C1)(C(C)C)C(C)C,,10,0.0,631.0,0.01,0.041,CH2Cl2,10.1021/acs.organomet.7b00179,
891,[C-]1=CC=CC=C1C1=CC(C2=CC=CC=C2)=CC=N1,[C-]1=CC=CC=C1C1=CC(C2=CC=CC=C2)=CC=N1,O=C([O-])C1=CC(Br)=CC=N1,,11,0.0,541.0,0.036,0.088,CH2Cl2,10.1021/acs.organomet.7b00179,
892,[C-]1=CC=CC=C1C1=CC(C2=CC=CC=C2)=CC=N1,[C-]1=CC=CC=C1C1=CC(C2=CC=CC=C2)=CC=N1,CC(C)[Si](C#CC1=CC=NC(C(=O)[O-])=C1)(C(C)C)C(C)C,,12,0.0,622.0,0.079,0.17,CH2Cl2,10.1021/acs.organomet.7b00179,
893,[C-]1=CC=CC=C1C1=CC(C2=CC=CC=C2)=CC=N1,[C-]1=CC=CC=C1C1=CC(C2=CC=CC=C2)=CC=N1,CC(C)[Si](C#CC1=CC=C(C#CC2=CC=NC(C(=O)[O-])=C2)C=C1)(C(C)C)C(C)C,,13,0.0,644.0,0.068,0.118,CH2Cl2,10.1021/acs.organomet.7b00179,
894,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,O=C([O-])C1=CC(C2=CC=CC=C2)=CC=N1,,1,0.0,595.0,0.154,0.338,CH2Cl2,10.1021/acs.organomet.8b00194,
895,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,O=C([O-])C1=CC(C2=CC=C(C3=CC=CC=C3)C=C2)=CC=N1,,2,0.0,593.0,0.182,0.429,CH2Cl2,10.1021/acs.organomet.8b00194,
896,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CC1=CC=CC=C1C1=CC=NC(C(=O)[O-])=C1,,3,0.0,535.0,0.244,0.441,CH2Cl2,10.1021/acs.organomet.8b00194,
897,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CC1=CC(C)=C(C)C(C2=CC=NC(C(=O)[O-])=C2)=C1C,,4,0.0,518.0,0.403,1.095,CH2Cl2,10.1021/acs.organomet.8b00194,
898,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,O=C([O-])C1=CC(C2=CC=CC=C2)=CC=N1,,5,0.0,525.0,0.711,1.394,CH2Cl2,10.1021/acs.organomet.8b00194,
899,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,O=C([O-])C1=CC(C2=CC=C(C3=CC=CC=C3)C=C2)=CC=N1,,6,0.0,540.0,0.522,16.58,CH2Cl2,10.1021/acs.organomet.8b00194,
900,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,CC1=CC=CC=C1C1=CC=NC(C(=O)[O-])=C1,,7,0.0,469.0,0.565,1.792,CH2Cl2,10.1021/acs.organomet.8b00194,
901,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,CC1=CC(C)=C(C)C(C2=CC=NC(C(=O)[O-])=C2)=C1C,,8,0.0,469.0,0.469,1.543,CH2Cl2,10.1021/acs.organomet.8b00194,
902,COC1=C[C-]=C(C2=CC=CC=N2)C=C1,COC1=C[C-]=C(C2=CC=CC=N2)C=C1,C1=CC=C2SC(C3=NC4=CC=CC=C4S3)=NC2=C1,F[P-](F)(F)(F)(F)F,PAP,1.0,718.0,0.182,0.179,CH2Cl2,10.1016/j.cej.2023.144055,
903,COC1=C[C-]=C(N2C=CC=N2)C=C1,COC1=C[C-]=C(N2C=CC=N2)C=C1,C1=CC=C2SC(C3=NC4=CC=CC=C4S3)=NC2=C1,F[P-](F)(F)(F)(F)F,PAPY,1.0,698.0,0.1087,0.11,CH2Cl2,10.1016/j.cej.2023.144055,
904,CC1=C[C-]=C(C2=CC=CC=N2)C=C1,CC1=C[C-]=C(C2=CC=CC=N2)C=C1,C1=CC=C2SC(C3=NC4=CC=CC=C4S3)=NC2=C1,F[P-](F)(F)(F)(F)F,PTD,1.0,719.0,0.2238,0.17,CH2Cl2,10.1016/j.cej.2023.144055,
905,CCCCC1=C[C-]=C(C2=CC=CC=N2)C=C1,CCCCC1=C[C-]=C(C2=CC=CC=N2)C=C1,C1=CC=C2SC(C3=NC4=CC=CC=C4S3)=NC2=C1,F[P-](F)(F)(F)(F)F,RED,1.0,726.0,0.1846,0.258,CH2Cl2,10.1016/j.cej.2023.144055,
906,CC(C)(C)C1=C[C-]=C(N2C=CC=N2)C=C1,CC(C)(C)C1=C[C-]=C(N2C=CC=N2)C=C1,C1=CC=C2SC(C3=NC4=CC=CC=C4S3)=NC2=C1,F[P-](F)(F)(F)(F)F,TBPA,1.0,696.0,0.1649,0.187,CH2Cl2,10.1016/j.cej.2023.144055,
907,CC(C)(C)C1=C[C-]=C(C2=CC=CC=N2)C=C1,CC(C)(C)C1=C[C-]=C(C2=CC=CC=N2)C=C1,C1=CC=C2SC(C3=NC4=CC=CC=C4S3)=NC2=C1,F[P-](F)(F)(F)(F)F,TBPD,1.0,726.0,0.1484,0.176,CH2Cl2,10.1016/j.cej.2023.144055,
908,CC(C)(C)C1=C[C-]=C(C2=NC3=CC=CC=C3N2C2=CC=CC=C2)C=C1,CC(C)(C)C1=C[C-]=C(C2=NC3=CC=CC=C3N2C2=CC=CC=C2)C=C1,C1=CC=C2SC(C3=NC4=CC=CC=C4S3)=NC2=C1,F[P-](F)(F)(F)(F)F,TBBI,1.0,719.0,0.2246,0.29,CH2Cl2,10.1016/j.cej.2023.144055,
909,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CC1=CB(C2=CC=CC=N2)[N-]C2=CC=CC=C12,,2a,0.0,523.0,0.192,1.3,CH2Cl2,10.1021/acs.inorgchem.2c04449,
910,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,CC1=CB(C2=CC=CC=N2)[N-]C2=CC=CC=C12,,3,0.0,524.0,0.057,1.9,CH2Cl2,10.1021/acs.inorgchem.2c04449,
911,CC1=NC2=CC=CC=C2N=C1C1=[C-]C=CC=C1,CC1=NC2=CC=CC=C2N=C1C1=[C-]C=CC=C1,CC1=CB(C2=CC=CC=N2)[N-]C2=CC=CC=C12,,4,0.0,692.0,0.12,1.5,CH2Cl2,10.1021/acs.inorgchem.2c04449,
912,[C-]1=CC=CC=C1C1=NC=C(C2=CC=CC=C2)O1,[C-]1=CC=CC=C1C1=NC=C(C2=CC=CC=C2)O1,C1=CC=C(C2=CC=CC=N2)N=C1,F[P-](F)(F)(F)(F)F,1,1.0,585.0,0.012,,CH2Cl2,10.1134/S1070328422700051,
913,[C-]1=CC=CC=C1C1=NC=C(C2=CC=CC=C2)O1,[C-]1=CC=CC=C1C1=NC=C(C2=CC=CC=C2)O1,CC1=CC=NC(C2=CC(C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,2,1.0,594.0,0.029,,CH2Cl2,10.1134/S1070328422700051,
914,[C-]1=CC=CC=C1C1=NC=C(C2=CC=CC=C2)O1,[C-]1=CC=CC=C1C1=NC=C(C2=CC=CC=C2)O1,O=C(O)C1=CC=NC(C2=CC(C(=O)O)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,3,1.0,616.0,0.09,,CH2Cl2,10.1134/S1070328422700051,
915,[C-]1=CC=CC=C1C1=NC=C(C2=CC=CC=C2)O1,[C-]1=CC=CC=C1C1=NC=C(C2=CC=CC=C2)O1,C1=CC=C2N=C3C4=CC=CN=C4C4=NC=CC=C4C3=NC2=C1,F[P-](F)(F)(F)(F)F,4,1.0,565.0,0.003,,CH2Cl2,10.1134/S1070328422700051,
916,[C-]1=CC=CC=C1C1=NC=C(C2=CC=CC=C2)O1,[C-]1=CC=CC=C1C1=NC=C(C2=CC=CC=C2)O1,CC1=CC2=NC3=C4C=CC=NC4=C4N=CC=CC4=C3N=C2C=C1C,F[P-](F)(F)(F)(F)F,5,1.0,569.0,0.004,,CH2Cl2,10.1134/S1070328422700051,
917,[C-]1=CC=CC=C1C1=NC=C(C2=CC=CC=C2)O1,[C-]1=CC=CC=C1C1=NC=C(C2=CC=CC=C2)O1,O=C(O)C1=CC=C2N=C3C4=CC=CN=C4C4=NC=CC=C4C3=NC2=C1,F[P-](F)(F)(F)(F)F,6,1.0,652.0,0.005,,CH2Cl2,10.1134/S1070328422700051,
918,O=CC1=CC=C(C2=[C-]C=CC=C2)N=C1,O=CC1=CC=C(C2=[C-]C=CC=C2)N=C1,S=C([S-])N1C2=CC=CC=C2C2=CC=CC=C21,,Ir1,0.0,593.0,0.7,1.3,CH3CN,10.1039/d2tc04780b,
